,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9855072463768115,1.0,0.5419183912124999,0.2857142857142857,0.5714285714285714,0.94,0.77
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9833333333333334,1.0,0.5986205646294117,0.2857142857142857,0.5714285714285714,0.94,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.987482993197279,1.0,0.7309554219333333,0.14285714285714285,0.5,1.0,0.97
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7309554219333333,0.14285714285714285,0.42857142857142855,0.87,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7309554219333333,0.14285714285714285,0.35714285714285715,0.9102575660012878,0.87
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.933304347826087,1.0,0.7714824290852941,0.14285714285714285,0.8571428571428571,1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8921640316205534,1.0,0.6309006066058974,0.42857142857142855,0.42857142857142855,1.0,0.84
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8978390844291229,1.0,0.6309006066058974,0.42857142857142855,0.35714285714285715,0.97,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9352469135802469,1.0,0.6309006066058974,0.42857142857142855,0.2857142857142857,0.94,0.97
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8354017857142857,1.0,0.6309006066058974,0.42857142857142855,0.14285714285714285,0.94,0.94
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9493333333333334,1.0,0.6309006066058974,0.42857142857142855,0.07142857142857142,0.8448368751870697,0.94
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.97,1.0,0.7714824290852941,0.14285714285714285,0.7142857142857143,1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9848484848484849,1.0,0.7714824290852941,0.14285714285714285,0.6428571428571429,1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9396144228442365,1.0,0.7714824290852941,0.14285714285714285,0.5,1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9136796536796539,1.0,0.7714824290852941,0.14285714285714285,0.42857142857142855,0.97,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9243719806763285,1.0,0.7714824290852941,0.14285714285714285,0.35714285714285715,0.9102575660012878,0.97
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9615384615384616,1.0,0.5375909739222221,0.42857142857142855,0.14285714285714285,0.9,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9016849816849817,1.0,0.5375909739222221,0.42857142857142855,0.07142857142857142,0.8448368751870697,0.9
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8422209835253313,1.0,0.7064073830916666,0.5714285714285714,0.42857142857142855,0.9,0.87
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.883382257012394,1.0,0.7064073830916666,0.5714285714285714,0.35714285714285715,0.87,0.9
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.845587027914614,1.0,0.7064073830916666,0.5714285714285714,0.2857142857142857,0.94,0.87
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8613497295469911,1.0,0.7064073830916666,0.5714285714285714,0.21428571428571427,0.8566964285714286,0.94
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7771605679,0.2857142857142857,0.5714285714285714,0.9249389097744362,0.97
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9280749105966498,1.0,0.7135038783631579,0.14285714285714285,0.42857142857142855,0.94,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8852564102564102,1.0,0.7135038783631579,0.14285714285714285,0.35714285714285715,0.9102575660012878,0.94
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9592074592074592,1.0,0.6727749606,0.2857142857142857,0.2857142857142857,0.9281140042223787,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4141353955375253,1.0,0.5154509441230769,0.5714285714285714,0.42857142857142855,0.34,0.27
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7014041514041515,1.0,0.5154509441230769,0.5714285714285714,0.35714285714285715,0.74,0.34
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727014652014652,1.0,0.5154509441230769,0.5714285714285714,0.2857142857142857,0.9,0.74
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7054437229437229,1.0,0.5154509441230769,0.5714285714285714,0.21428571428571427,0.8566964285714286,0.9
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9252913752913753,1.0,0.7505410855545455,0.7142857142857143,0.7142857142857143,1.0,0.97
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9675,1.0,0.7505410855545455,0.7142857142857143,0.5714285714285714,0.87,1.0
