,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11_A,X11_B,X11_C,X11_D,X11_E,X11_F,X11_Fp,Y
0,0.8333333333333334,0.93117570878,0.85,0.16666666666666666,0.5418957472,0.15,0.0,0.0,0.0,11.643967469488889,0,0,1,0,0,0,0,95.0
0,0.75,0.8897129495999999,0.7,0.25,0.5321891308,0.3,0.0,0.0,0.0,11.643967469488889,0,0,1,0,0,0,0,90.0
0,0.8,0.851002112025,0.85,0.2,0.5582051277,0.15,0.0,0.0,0.0,11.643967469488889,0,0,1,0,0,0,0,70.0
0,0.875,0.9293461612428572,0.8,0.125,0.5287459493,0.2,0.0,0.0,0.0,11.643967469488889,1,0,0,0,0,0,0,80.0
0,1.0,0.8563044336111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.643967469488889,1,0,0,0,0,0,0,85.0
0,0.875,0.8712621501428571,0.9,0.125,0.6164541841,0.1,0.0,0.0,0.0,13.598810152992,1,0,0,0,0,0,0,90.0
0,1.0,0.9623154666777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.598810152992,1,0,0,0,0,0,0,100.0
0,1.0,0.987327143575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.602793620123077,0,0,1,0,0,0,0,85.0
0,1.0,0.9716849476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.602793620123077,0,0,1,0,0,0,0,95.0
0,0.6666666666666666,0.76469403505,0.65,0.3333333333333333,0.5481841564,0.35,0.0,0.0,0.0,9.66017397042,0,0,0,0,1,0,0,70.0
0,0.2857142857142857,0.8837879598,0.25,0.42857142857142855,0.5256346464333334,0.4,0.2857142857142857,0.38189323245,0.35,9.66017397042,0,0,0,0,1,0,0,75.0
0,0.75,0.8205346266333334,0.75,0.25,0.5999999642,0.25,0.0,0.0,0.0,11.4815712106,0,0,1,0,0,0,0,85.0
0,0.8,0.7458332777000001,0.8,0.2,0.6932159662,0.2,0.0,0.0,0.0,11.4815712106,0,0,1,0,0,0,0,75.0
0,1.0,0.9621472855333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.470061997466665,0,0,0,1,0,0,0,95.0
0,0.6666666666666666,0.9296387434,0.6,0.3333333333333333,0.6827831268,0.4,0.0,0.0,0.0,12.862949530133333,0,0,0,0,0,1,0,80.0
0,1.0,0.7848548889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.961749702699999,0,0,0,1,0,0,0,5.0
0,0.7142857142857143,0.86564620734,0.5,0.14285714285714285,0.562599957,0.35,0.14285714285714285,0.3916613162,0.15,12.961749702699999,0,0,0,1,0,0,0,90.0
0,0.5,0.7851025462,0.55,0.0,0.0,0.0,0.5,0.22696587194999998,0.45,12.961749702699999,0,0,0,1,0,0,0,95.0
0,1.0,0.8145069877333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36690826215,0,0,0,0,1,0,0,85.0
0,0.7142857142857143,0.9454936266,0.7,0.2857142857142857,0.56516990065,0.3,0.0,0.0,0.0,12.36690826215,0,0,0,0,1,0,0,95.0
0,0.6666666666666666,0.9914525747,0.75,0.3333333333333333,0.6987987757,0.25,0.0,0.0,0.0,14.149007081799999,1,0,0,0,0,0,0,85.0
0,1.0,0.9898611455875002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.249552593282353,1,0,0,0,0,0,0,100.0
0,1.0,0.9077614744444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.249552593282353,1,0,0,0,0,0,0,95.0
0,0.75,0.9229433536333334,0.85,0.25,0.6877013445,0.15,0.0,0.0,0.0,13.454641314553847,0,1,0,0,0,0,0,95.0
0,1.0,0.9384368181000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.454641314553847,0,1,0,0,0,0,0,80.0
0,1.0,0.9820868770333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.778156012425,0,0,0,1,0,0,0,100.0
0,1.0,0.9794115821333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.164238348440001,0,0,0,0,1,0,0,85.0
0,1.0,0.9539660115666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.355524161933333,0,0,0,1,0,0,0,95.0
0,1.0,0.9416414102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.524630308333334,0,1,0,0,0,0,0,85.0
0,0.75,0.8165042599333333,0.7,0.25,0.6899949312,0.3,0.0,0.0,0.0,12.524630308333334,0,1,0,0,0,0,0,50.0
0,0.2857142857142857,0.88369631765,0.55,0.0,0.0,0.0,0.7142857142857143,0.156080952312,0.45,12.1818722484,0,1,0,0,0,0,0,85.0
0,1.0,0.8327852289333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1818722484,0,1,0,0,0,0,0,90.0
0,0.3333333333333333,0.7987051606,0.25,0.3333333333333333,0.5110197067,0.35,0.3333333333333333,0.2518105209,0.4,12.1818722484,0,1,0,0,0,0,0,55.0
0,0.5,0.79206353425,0.45,0.5,0.6180519164,0.55,0.0,0.0,0.0,12.1818722484,0,1,0,0,0,0,0,85.0
0,0.5555555555555556,0.89460800888,0.5,0.1111111111111111,0.5993927121,0.05,0.3333333333333333,0.3224817629266667,0.45,10.395365848213334,1,0,0,0,0,0,0,75.0
0,0.3333333333333333,0.9907509089,0.4,0.6666666666666666,0.62604910135,0.6,0.0,0.0,0.0,11.466629187466665,0,0,0,0,0,1,0,65.0
0,0.3333333333333333,0.8426611423,0.4,0.3333333333333333,0.6827831268,0.4,0.3333333333333333,0.4835345447,0.2,10.3752344644,0,0,0,0,0,1,0,45.0
0,0.5,0.8999068141,0.45,0.25,0.5633814335,0.25,0.25,0.4617060423,0.3,12.273548060133333,0,1,0,0,0,0,0,70.0
0,1.0,0.9887075647625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09338232867,1,0,0,0,0,0,0,100.0
0,1.0,0.9435916609222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09338232867,1,0,0,0,0,0,0,100.0
0,0.8,0.9511412829000001,0.8,0.2,0.6877013445,0.2,0.0,0.0,0.0,13.57834613308,0,1,0,0,0,0,0,85.0
0,0.6666666666666666,0.9276518225750001,0.75,0.3333333333333333,0.5936881601499999,0.25,0.0,0.0,0.0,5.0300753066,1,0,0,0,0,0,0,85.0
0,0.5,0.72038936615,0.4,0.375,0.5888891617666666,0.4,0.125,0.03475004435,0.2,5.0300753066,1,0,0,0,0,0,0,95.0
0,0.8888888888888888,0.9614939317125,0.9,0.1111111111111111,0.5958023071,0.1,0.0,0.0,0.0,5.0300753066,1,0,0,0,0,0,0,80.0
0,1.0,0.9268651339666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.976111875533334,1,0,0,0,0,0,0,60.0
0,0.4,0.7394102514,0.45,0.4,0.5527368784,0.35,0.2,0.4447935224,0.2,10.6234560014,0,1,0,0,0,0,0,80.0
0,1.0,0.9497457742666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.296440839733332,0,0,0,0,0,1,0,65.0
0,1.0,0.9394385020000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.152139028,0,0,0,0,0,1,0,70.0
0,1.0,0.89433196782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52064754948,0,0,1,0,0,0,0,90.0
0,1.0,0.9497457742666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.296440839733332,0,0,0,0,0,1,0,85.0
0,0.3333333333333333,0.7642769814,0.4,0.0,0.0,0.0,0.6666666666666666,0.4243954271,0.6,8.527649899466667,0,0,0,0,0,1,0,35.0
0,0.2857142857142857,0.9068032801,0.45,0.0,0.0,0.0,0.7142857142857143,0.15892141014000002,0.55,8.246444148336842,0,0,0,1,0,0,0,20.0
0,0.6666666666666666,0.96085253355,0.7,0.3333333333333333,0.5000914931,0.3,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,80.0
0,0.75,0.9593382279333333,0.85,0.25,0.6829292774,0.15,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,45.0
0,1.0,0.8423856893999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,90.0
0,0.25,0.981949985,0.3,0.75,0.5673642754666667,0.7,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,75.0
0,0.8333333333333334,0.93999205828,0.85,0.0,0.0,0.0,0.16666666666666666,0.2719227374,0.15,8.246444148336842,1,0,0,0,0,0,0,85.0
0,1.0,0.7777403394333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,95.0
0,0.7142857142857143,0.9152752399599999,0.75,0.14285714285714285,0.6826192141,0.1,0.14285714285714285,0.3781525493,0.15,8.246444148336842,1,0,0,0,0,0,0,30.0
0,0.8,0.870956659325,0.8421052631578947,0.2,0.6944999695,0.15789473684210525,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,0.0
0,0.3333333333333333,0.89618727565,0.4,0.3333333333333333,0.5189025402,0.4,0.3333333333333333,0.30911719055,0.2,8.246444148336842,1,0,0,0,0,0,0,90.0
0,0.3333333333333333,0.89618727565,0.4,0.3333333333333333,0.5189025402,0.4,0.3333333333333333,0.30911719055,0.2,8.246444148336842,1,0,0,0,0,0,0,90.0
0,1.0,0.864863783125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,55.0
0,0.5,0.8126587668999999,0.55,0.5,0.6282122731,0.45,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,80.0
0,0.875,0.9568290370000001,0.9,0.125,0.5367871523,0.1,0.0,0.0,0.0,8.246444148336842,1,0,0,0,0,0,0,95.0
0,1.0,0.9544652178749999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.563628000341176,1,0,0,0,0,0,0,100.0
0,1.0,0.9815997746333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.563628000341176,1,0,0,0,0,0,0,95.0
0,0.6,0.9493831396,0.6,0.4,0.5908127725,0.4,0.0,0.0,0.0,12.28336989864,0,1,0,0,0,0,0,90.0
0,0.0,0.0,0.0,0.6666666666666666,0.5963880419500001,0.8,0.3333333333333333,0.4447935224,0.2,8.641991496066666,0,0,0,0,0,1,0,50.0
0,1.0,0.9307889853142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.031045794399999,1,0,0,0,0,0,0,30.0
0,0.75,0.8825242718,0.631578947368421,0.25,0.5596939921,0.3684210526315789,0.0,0.0,0.0,10.861051641349999,0,1,0,0,0,0,0,60.0
0,0.6666666666666666,0.9815092087,0.35,0.3333333333333333,0.502179563,0.65,0.0,0.0,0.0,10.861051641349999,0,1,0,0,0,0,0,95.0
0,0.8,0.8750021755749999,0.8,0.2,0.544637084,0.2,0.0,0.0,0.0,12.325008201640001,0,1,0,0,0,0,0,95.0
0,1.0,0.93636885285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.457575572777777,0,0,1,0,0,0,0,90.0
0,0.4,0.81010982395,0.4,0.2,0.5006417632,0.3,0.4,0.44655366245,0.3,9.4391124608,0,1,0,0,0,0,0,95.0
0,1.0,0.8222471674333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.511460344066666,0,0,0,0,0,1,0,75.0
0,1.0,0.90944116114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04558674471111,0,1,0,0,0,0,0,90.0
0,1.0,0.9799265464333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.718971650066667,0,0,0,0,0,1,0,85.0
0,1.0,0.84954071044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.89356994616,0,1,0,0,0,0,0,95.0
0,1.0,0.9565930008800001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.967171072800001,0,1,0,0,0,0,0,80.0
0,0.6666666666666666,0.7649567723499999,0.8,0.3333333333333333,0.5324406624,0.2,0.0,0.0,0.0,10.624319633133334,0,0,0,0,0,1,0,85.0
0,1.0,0.9904942314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.866919239600001,0,0,0,0,0,1,0,90.0
0,0.42857142857142855,0.9496128956333334,0.45,0.5714285714285714,0.6455240100499999,0.55,0.0,0.0,0.0,11.8618694542,0,0,0,0,1,0,0,60.0
0,1.0,0.9767430066999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.292900442999999,0,1,0,0,0,0,0,75.0
0,1.0,0.9169863197555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.837808476577777,1,0,0,0,0,0,0,95.0
0,1.0,0.9500880108888887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.792700749123076,1,0,0,0,0,0,0,90.0
0,1.0,0.9881347119833334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.054873784586666,1,0,0,0,0,0,0,90.0
0,0.8888888888888888,0.8809744119374999,0.9,0.0,0.0,0.0,0.1111111111111111,0.4759331346,0.1,12.703577557933333,1,0,0,0,0,0,0,95.0
0,0.25,0.7006826401,0.3,0.25,0.6869451404,0.15,0.5,0.069380266595,0.55,12.85575678945,0,1,0,0,0,0,0,25.0
0,0.5,0.97181516885,0.55,0.0,0.0,0.0,0.5,0.157303567975,0.45,12.85575678945,0,1,0,0,0,0,0,70.0
0,1.0,0.915500879311111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85575678945,1,0,0,0,0,0,0,85.0
0,0.5,0.8443671465,0.5,0.0,0.0,0.0,0.5,0.05013533216,0.5,10.686466576528,0,0,1,0,0,0,0,0.0
0,0.8,0.9905463904,0.75,0.0,0.0,0.0,0.2,0.4654057026,0.25,10.686466576528,0,0,1,0,0,0,0,0.0
0,1.0,0.9479835761888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.271770066644443,1,0,0,0,0,0,0,100.0
0,1.0,0.91622328758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82712602612,0,0,1,0,0,0,0,95.0
0,1.0,0.8933337927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5066730978,0,1,0,0,0,0,0,75.0
0,1.0,0.95575556754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38057794556,0,1,0,0,0,0,0,95.0
0,1.0,0.9164874156333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.830823818866667,0,0,0,0,0,1,0,80.0
0,0.6,0.9448084433666667,0.6,0.4,0.6076399088,0.4,0.0,0.0,0.0,12.3808664746,0,1,0,0,0,0,0,95.0
0,0.8571428571428571,0.8564070959833333,0.9,0.14285714285714285,0.5417972803,0.1,0.0,0.0,0.0,12.3604797124,0,0,0,0,1,0,0,75.0
0,1.0,0.7150874972200001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0862072704,0,1,0,0,0,0,0,95.0
0,1.0,0.94095557928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17337810992,0,1,0,0,0,0,0,100.0
0,0.8,0.930857330575,0.7,0.2,0.5046940446,0.3,0.0,0.0,0.0,12.838745427320001,0,1,0,0,0,0,0,55.0
0,0.6,0.9528296788666667,0.6,0.4,0.5279209614,0.4,0.0,0.0,0.0,11.960126686319999,0,1,0,0,0,0,0,95.0
0,0.25,0.7066501975,0.3,0.25,0.6185669303,0.25,0.5,0.13498768441,0.45,12.778127551399999,0,0,1,0,0,0,0,45.0
0,0.75,0.8210131327500001,0.75,0.25,0.68634980915,0.25,0.0,0.0,0.0,12.778127551399999,0,0,1,0,0,0,0,55.0
0,1.0,0.8882489701166668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778127551399999,0,0,1,0,0,0,0,100.0
0,1.0,0.8292767256500001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778127551399999,0,0,1,0,0,0,0,85.0
0,0.8,0.757945299125,0.85,0.0,0.0,0.0,0.2,0.4461061358,0.15,12.778127551399999,0,0,1,0,0,0,0,100.0
0,0.3333333333333333,0.8432940245,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.11353798306,0.6666666666666666,12.778127551399999,0,1,0,0,0,0,0,80.0
0,1.0,0.8639628291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0954796074,0,0,0,0,0,1,0,70.0
0,1.0,0.8215777448285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.502088427599999,0,0,0,0,1,0,0,70.0
0,0.5833333333333334,0.9299525022571429,0.55,0.3333333333333333,0.59955465795,0.35,0.08333333333333333,0.4955941439,0.1,11.658531777226667,0,0,0,0,0,1,0,85.0
0,0.3333333333333333,0.7642769814,0.4,0.6666666666666666,0.6076118946,0.6,0.0,0.0,0.0,10.2376702628,0,0,0,0,0,1,0,75.0
0,0.8888888888888888,0.9208925217250001,0.9,0.1111111111111111,0.5343595147,0.1,0.0,0.0,0.0,13.291221737666667,1,0,0,0,0,0,0,100.0
0,0.3333333333333333,0.763058126,0.25,0.3333333333333333,0.5188422203,0.4,0.3333333333333333,0.2408875078,0.35,10.081318742314359,0,1,0,0,0,0,0,70.0
0,0.5,0.76189264655,0.55,0.0,0.0,0.0,0.5,0.098350226885,0.45,10.081318742314359,0,1,0,0,0,0,0,40.0
0,1.0,0.9426449984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.081318742314359,0,1,0,0,0,0,0,0.0
0,0.6,0.8891628782000001,0.6,0.2,0.5067096949,0.05,0.2,0.4654806256,0.35,10.081318742314359,0,1,0,0,0,0,0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0170048736,1.0,10.081318742314359,1,0,0,0,0,0,0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01200009789,1.0,10.081318742314359,1,0,0,0,0,0,0,70.0
0,0.875,0.9866703067714286,0.9,0.125,0.5367871523,0.1,0.0,0.0,0.0,10.081318742314359,1,0,0,0,0,0,0,95.0
0,0.8888888888888888,0.967915475375,0.9,0.1111111111111111,0.6000000238,0.1,0.0,0.0,0.0,10.081318742314359,1,0,0,0,0,0,0,90.0
0,0.8,0.8991252630750001,0.65,0.0,0.0,0.0,0.2,0.2325499505,0.35,12.373840698115,0,1,0,0,0,0,0,85.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03873470549666667,1.0,12.373840698115,1,0,0,0,0,0,0,0.0
0,0.75,0.9763192932,0.8,0.25,0.5466183722,0.2,0.0,0.0,0.0,12.373840698115,1,0,0,0,0,0,0,85.0
0,1.0,0.9270599550777777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373840698115,1,0,0,0,0,0,0,85.0
0,1.0,0.9247202277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373840698115,0,1,0,0,0,0,0,80.0
0,0.7777777777777778,0.9321359396,0.7,0.2222222222222222,0.67500281335,0.3,0.0,0.0,0.0,13.362556128094118,1,0,0,0,0,0,0,85.0
