,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11_A,X11_B,X11_C,X11_D,X11_E,X11_F,X11_Fp,Y
0,0.6666666666666666,0.74471330645,0.9166666666666666,0.0,0.0,0.0,0.3333333333333333,0.2214183509,0.08333333333333333,11.541612119340002,0,1,0,0,0,0,0,80.0
0,1.0,0.9746626946666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.541612119340002,1,0,0,0,0,0,0,80.0
0,0.0,0.0,0.0,0.3333333333333333,0.5818155408,0.2,0.6666666666666666,0.40050546825,0.8,7.69147285631,0,0,0,0,0,1,0,50.0
0,0.7142857142857143,0.76536573174,0.7,0.0,0.0,0.0,0.2857142857142857,0.46642048655,0.3,11.590579615184545,1,0,0,0,0,0,0,90.0
0,1.0,0.91014323236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.590579615184545,1,0,0,0,0,0,0,80.0
0,0.6666666666666666,0.90424987675,0.7,0.16666666666666666,0.5564495921,0.2,0.16666666666666666,0.2002250701,0.1,11.590579615184545,1,0,0,0,0,0,0,75.0
0,1.0,0.856500610725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.590579615184545,1,0,0,0,0,0,0,55.0
0,0.6666666666666666,0.90625731645,0.6,0.3333333333333333,0.6853083968,0.4,0.0,0.0,0.0,11.590579615184545,1,0,0,0,0,0,0,80.0
0,0.75,0.9478209813666666,0.8,0.0,0.0,0.0,0.25,0.115427334815,0.2,11.590579615184545,1,0,0,0,0,0,0,85.0
0,0.4444444444444444,0.9852556437250001,0.5,0.0,0.0,0.0,0.5555555555555556,0.27199095189800004,0.5,11.590579615184545,1,0,0,0,0,0,0,75.0
0,0.6666666666666666,0.9293780029,0.8,0.0,0.0,0.0,0.3333333333333333,0.485522151,0.2,11.958531439333333,0,0,0,0,0,1,0,85.0
0,0.5,0.9290349036500001,0.45,0.25,0.6912205219,0.25,0.25,0.38563497365,0.3,10.306278802087272,1,0,0,0,0,0,0,100.0
0,0.3333333333333333,0.8530531525666666,0.3,0.2222222222222222,0.59893649815,0.35,0.4444444444444444,0.2711099479375,0.35,10.306278802087272,1,0,0,0,0,0,0,75.0
0,0.8,0.8795378953249999,0.85,0.2,0.5541597009,0.15,0.0,0.0,0.0,10.306278802087272,0,0,1,0,0,0,0,85.0
0,0.5555555555555556,0.8829053759800001,0.7,0.0,0.0,0.0,0.4444444444444444,0.051745939065,0.3,7.780655927531111,1,0,0,0,0,0,0,65.0
0,0.6666666666666666,0.9430085718500001,0.7,0.3333333333333333,0.5318763852333334,0.3,0.0,0.0,0.0,13.237832408415384,1,0,0,0,0,0,0,100.0
0,0.875,0.9606524620999999,0.9,0.125,0.6886582971,0.1,0.0,0.0,0.0,13.962692281741177,1,0,0,0,0,0,0,95.0
0,0.8888888888888888,0.9371441155625,0.9,0.1111111111111111,0.5216113925,0.1,0.0,0.0,0.0,13.962692281741177,1,0,0,0,0,0,0,85.0
0,0.16666666666666666,0.7126600146,0.05,0.16666666666666666,0.5367871523,0.1,0.6666666666666666,0.290347758675,0.85,8.388147312874999,0,0,0,0,0,0,1,85.0
0,0.6666666666666666,0.8398994803333334,0.55,0.3333333333333333,0.5145650903333333,0.45,0.0,0.0,0.0,11.8430062532,1,0,0,0,0,0,0,60.0
