,drl_mstr_mean,tlrn_mstr
157,0.7823552489,0.780026257
158,0.8542597592,0.685262382
159,0.7422655821,0.7019844651
160,0.8141461015,0.8022972345
161,0.7422397732499999,0.4740051925
162,0.7823748589,0.7707536817
163,0.70239284635,0.7005521655
164,0.78575721385,0.5966845751
165,0.6800960898499999,0.6623951197
166,0.7823552489,0.7715952992
167,0.7823552489,0.6568252444
168,0.7823552489,0.7023704052
169,0.8398827314499999,0.6793494225
170,0.80218347905,0.4027020335
171,0.8211888671,0.5094866753
172,0.5652615279,0.5452059507
173,0.74236541985,0.7457085848
174,0.80669912695,0.7875435352
175,0.7823552489,0.6800630093
176,0.7422655821,0.6876702905
177,0.7423627376499999,0.7023783922
178,0.74236512185,0.6386084557
179,0.8449998498,0.7894905806
180,0.74236419795,0.7025655508
181,0.7023958564,0.4416610003
182,0.7823552489,0.6885198951
183,0.7004635334,0.4700656831
184,0.6961131394,0.1954167932
185,0.79618537425,0.4756528437
186,0.7823552489,0.6409069896
187,0.7691462337999999,0.2156342119
188,0.7388142049499999,0.7332916856
189,0.7549999653999999,0.20947963
190,0.76914310455,0.4899185002
191,0.7823552489,0.8648837805
192,0.7823552489,0.6376031041
193,0.88835465905,0.7557421327
194,0.9774045348,0.8124554753
195,0.79850807785,0.8297988176
196,0.8423961997,0.6715224385
197,0.85580560565,0.8025901318
198,0.7022485733,0.5098313093
199,0.7963460684,0.6266069412
200,0.85580560565,0.6495264173
201,0.7422397732499999,0.6058881283
202,0.7823552489,0.3891365826
203,0.75645807385,0.7705191374
204,0.7823552489,0.6749474406
205,0.70151668785,0.7004451752
206,0.7423438132,0.4267828166
207,0.7823552489,0.5731173158
208,0.85575282575,0.7228800058
209,0.4662682563,0.2992772758
210,0.7823651135,0.7871249914
211,0.7822629511,0.749691546
212,0.7823552489,0.1075780243
213,0.7823552489,0.6231447458
214,0.7423570454499999,0.8747499585
215,0.74841800335,0.7790772319
216,0.7823552489,0.7489074469
217,0.5019571334,0.9281032085
218,0.73471146825,0.1577801555
219,0.56804434955,0.4934815466
220,0.5549983084000001,0.68455863
221,0.7361776232499999,0.7520890832
222,0.6885304153,0.5989055634
223,0.7549996971999999,0.7325609326
224,0.7823552489,0.7009728551
225,0.84618747235,0.7852784395
226,0.7423714995499999,0.7110227942
227,0.8449999690000001,0.7765557766
228,0.62039247155,0.5823910236
229,0.7423438132,0.8596993089
230,0.78613871335,0.2369903028
231,0.7245621979,0.7490695119
232,0.70212137695,0.7004823089
233,0.95409187675,0.8998937011
234,0.8471141756,0.7909374237
235,0.6460609436,0.1383425742
236,0.82736510035,0.502630055
237,0.74236512185,0.8597409725
238,0.8557993174,0.8291166425
239,0.7823552489,0.545804143
240,0.70237886905,0.734613657
241,0.7011750638500001,0.5233024359
242,0.7823552489,0.7498587966
243,0.7423505186999999,0.603276968
244,0.7316138148,0.7801808715
245,0.7023552358,0.8429884315
246,0.6716143787,0.6899999976
247,0.7605816722000001,0.06526074558
248,0.7549999653999999,0.2035732418
249,0.7823552489,0.3510770202
250,0.7422398030499999,0.6872526407
251,0.76010790465,0.4471856654
252,0.8497026562500001,0.8982198238
253,0.85580560565,0.7480518222
254,0.94858664275,0.7702931166
255,0.74236512185,0.509994626
256,0.7823552489,0.7007181644
257,0.7023749948,0.483794868
258,0.830227077,0.6864951849
259,0.87989282605,0.2111939043
260,0.8061830997499999,0.6852946281
261,0.7616933584500001,0.5826611519
262,0.7023830712000001,0.5099992156
263,0.7786397338,0.5996861458
264,0.7823552489,0.7871249914
265,0.74236512185,0.7631751895
266,0.68392172455,0.8747499585
267,0.7914971113,0.7388908267
268,0.7809264064,0.7467082739
269,0.6695185602,0.4392871857
270,0.7873670459,0.04872940853
271,0.73617759345,0.7307736874
272,0.74228778485,0.5063215494
273,0.72593170405,0.7023789287
274,0.8424276412,0.5087644458
275,0.7823552489,0.6006335616
276,0.7823651135,0.1263841987
277,0.7828248739,0.6280142069
278,0.8882521689,0.6353644133
279,0.9358347356,0.511304915
280,0.6494331956,0.5612723231
281,0.7823552489,0.9205093384
282,0.7422397732499999,0.3610062301
283,0.70226714015,0.6974990964
284,0.7023625076,0.1089497134
285,0.8454567492,0.7775595188
286,0.89118748905,0.7869826555
287,0.74237498645,0.9306349158
288,0.779922843,0.7781590819
289,0.90080559255,0.8200423121
290,0.7023720443,0.7737171054
291,0.79542797805,0.7699261308
292,0.82080590725,0.6542907357
293,0.76206722855,0.9877765179
294,0.7023140489999999,0.5099999905
295,0.7823552489,0.5891994238
296,0.83242452145,0.3443484306
297,0.7823552489,0.4430848062
298,0.7823552489,0.7483184934
299,0.7823552489,0.752481997
300,0.87989282605,0.8398877382
301,0.74236869815,0.7493398786
302,0.7823552489,0.7871249914
303,0.78573906425,0.7499344349
304,0.7431976497499999,0.6488497853
305,0.7823552489,0.4621334672
306,0.7841949463,0.4765980244
307,0.85580560565,0.7503731847
308,0.73878932,0.679011941
309,0.70237591865,0.5099841952
310,0.7342271507,0.7484413981
311,0.74220645425,0.405438751
312,0.72509795425,0.5627781153
313,0.7421914637,0.6519314051
314,0.7868492305,0.7282375097
315,0.71788695455,0.4835345447
316,0.7958701849,0.5000937581
317,0.70237237215,0.7017178535
318,0.8436348438000001,0.707924962
319,0.8874091505999999,0.6016622782
320,0.8300571442,0.9137520194
321,0.834366709,0.5033507943
322,0.7823552489,0.7504259348
323,0.8449999690000001,0.7633448839
324,0.78108158705,0.2982240021
325,0.8263703286499999,0.8197977543
326,0.74237492685,0.7823748589
327,0.7435269952,0.4426126182
328,0.7809205054999999,0.4662147462
329,0.7549999653999999,0.7235895395
330,0.68026307225,0.5636178851
331,0.7823552489,0.700731039
332,0.7823552489,0.6515346766
333,0.7402821481,0.700334847
334,0.7423623502,0.5860128403
335,0.7999999821,0.6607938409
336,0.7999993562500001,0.4798265398
337,0.8011874854500001,0.9340955615
338,0.8449999690000001,0.7074924707
339,0.8018400967,0.777159512
340,0.70174601675,0.7002550364
341,0.70212984085,0.5350648165
342,0.70238095525,0.47580266
343,0.7768477201499999,0.7498031855
344,0.8398839533,0.7051119804
345,0.54225462675,0.7024636865
346,0.8898561597000001,0.7023736238
347,0.7873463929,0.5425883532
348,0.60612639785,0.6998353004
349,0.7823552489,0.7997809052
350,0.70212996005,0.4062684476
351,0.7823552489,0.5346865654
352,0.79910591245,0.589594543
353,0.7823552489,0.481851846
354,0.78122279045,0.6872501969
355,0.7490564585,0.468521744
356,0.7823552489,0.7006432414
357,0.7823552489,0.7800161839
358,0.6900635958000001,0.2751899064
359,0.7823552489,0.2868247628
360,0.6933901011500001,0.659925878
361,0.74236869815,0.7496145368
362,0.7823748589,0.5707694888
363,0.7823552489,0.6899977326
364,0.7965828180000001,0.7163686156
365,0.7823552489,0.701346159
366,0.7823651135,0.4686034322
367,0.7543979883,0.6099566817
368,0.7167977095,0.6837646961
369,0.8793206811000001,0.7823749781
370,0.7823552489,0.5809569359
371,0.74236515165,0.6990182996
372,0.7823552489,0.5368875861
373,0.87785208225,0.7736880183
374,0.60592615605,0.2505580485
375,0.702034831,0.8332060575
376,0.7823552489,0.7847499847
377,0.5537415296,0.687359035
378,0.7960073352,0.9193943739
379,0.7423505186999999,0.8690409064
380,0.74235728385,0.5009498596
381,0.82091507315,0.2868011594
382,0.83957242965,0.7511931062
383,0.7018842995,0.8400034904
384,0.6960173845,0.7799893618
385,0.7423570454499999,0.1321694255
386,0.7823552489,0.7178109884
387,0.7123749852,0.6522809267
388,0.56957557795,0.3887316287
389,0.7823552489,0.329786092
390,0.7823552489,0.7715952992
391,0.7823552489,0.7521954775
392,0.7823552489,0.6591101885
393,0.8449999690000001,0.791816175
394,0.70207205415,0.5098027587
395,0.8421410024,0.7972509265
396,0.8435051143500001,0.2157193124
397,0.7423645258,0.4666491747
398,0.7007738948,0.4136250913
399,0.64463722705,0.01182494406
400,0.7823552489,0.7859922051
401,0.7422655821,0.7924158573
402,0.74759060145,0.5319123268
403,0.7016456424999999,0.7003824115
404,0.7823552489,0.7715952992
405,0.66842365265,0.6192648411
406,0.81638893485,0.8201876879
407,0.71785637735,0.7315462232
408,0.701402843,0.4042039812
409,0.7823552489,0.7004286647
410,0.7823552489,0.604309082
411,0.8825893402,0.8566502333
412,0.8591462076,0.7798179984
413,0.8607214689,0.5633807182
414,0.7977308332999999,0.6230274439
415,0.7823552489,0.8747499585
416,0.702370435,0.7096030712
417,0.7422732412499999,0.6866147518
418,0.74235779045,0.8804685473
419,0.6051706969999999,0.3526485264
420,0.8706344366000001,0.6567356586
421,0.90674996375,0.5979622602
422,0.8197748660999999,0.5099999309
423,0.7886515856,0.9749411345
424,0.7918796241,0.844517827
425,0.78648549315,0.8949077725
426,0.64563238625,0.6872356534
427,0.74189791085,0.4795568287
428,0.7823552489,0.7498587966
429,0.7023764551,0.4085405469
430,0.7023485303,0.4760594666
431,0.7423438132,0.469663918
432,0.50923743845,0.01254205965
433,0.6426128745,0.2917980254
434,0.7837036252,0.2027613223
435,0.7423438132,0.7698877454
436,0.81634268165,0.7492856979
437,0.81751540305,0.7441537976
438,0.5090157985999999,0.08598055691
439,0.9198119044,0.7733960748
440,0.8061830997499999,0.7010902762
441,0.74236682055,0.7023753524
442,0.7340915799500001,0.5099645853
443,0.80893179775,0.3135038912
444,0.7319023907,0.5487269759
445,0.7823552489,0.6738689542
446,0.8449999690000001,0.7445036173
447,0.93478655815,0.7211260796
448,0.8941859006999999,0.8082643747
449,0.7823552489,0.4714484811
450,0.82447195055,0.9774708152
451,0.8141348660000001,0.5999366641
452,0.74236512185,0.6763594747
453,0.7823552489,0.7498275042
454,0.75029113885,0.7786397338
455,0.80059358475,0.3697482944
456,0.7423451840499999,0.5313267708
457,0.7817260623,0.6165938973
458,0.8825893402,0.7775964141
459,0.7424429655,0.8870611787
460,0.7823552489,0.749691546
461,0.7490413487,0.7005093694
462,0.74211925265,0.2810004652
463,0.7787520587500001,0.4910058677
464,0.7823552489,0.1959376037
465,0.7823552489,0.7489074469
466,0.7823552489,0.8152603507
467,0.75645807385,0.01642900892
468,0.7553280592,0.5242919922
469,0.7823552489,0.3515125215
470,0.6863865554499999,0.4199576676
471,0.85580560565,0.7303814888
472,0.8591462076,0.7534780502
473,0.74211925265,0.5994407535
474,0.8554393351,0.751742661
475,0.90080559255,0.779389739
476,0.8300571442,0.7321791053
477,0.8143107295,0.7023947239
478,0.7823552489,0.5474537015
479,0.8899999857,0.5058014989
480,0.7441471815,0.01521834917
481,0.7823651135,0.0539583303
482,0.5059661567,0.5508532524
483,0.7407910526,0.6999999285
484,0.7823552489,0.8543516397
485,0.7015478909,0.4752785563
486,0.7421914637,0.769481957
487,0.8549064695499999,0.7023773789
488,0.702355057,0.4618813097
489,0.8141348660000001,0.7734375596
490,0.8066160083,0.7003126144
491,0.85580560565,0.7775558233
492,0.93508809805,0.6270743608
493,0.7823552489,0.9538394809
494,0.74125528335,0.6054993272
495,0.8449998498,0.7937632203
496,0.7823552489,0.771027863
497,0.9324105977999999,0.9702184796
498,0.7823552489,0.7521954775
499,0.72593170405,0.7783259749
500,0.74897554515,0.899441421
501,0.78614750505,0.678160429
502,0.8884633183499999,0.7081257105
503,0.8161752224,0.8085882664
504,0.8547526896,0.7799999714
505,0.7823552489,0.750731349
506,0.7189949751,0.7490567565
507,0.7823552489,0.6504142284
508,0.7421870232,0.7005329728
509,0.7873750031,0.746255517
510,0.8591348231,0.90413481
511,0.74232169985,0.5613831282
512,0.7423451840499999,0.4413200319
513,0.7823748589,0.8747499585
514,0.839897722,0.779425025
515,0.8273549974,0.5886676908
516,0.6511761248500001,0.4651964009
517,0.7823552489,0.4733288884
518,0.509447366,0.6364901066
519,0.8883462846,0.6860139966
520,0.70225405695,0.5847503543
521,0.7823552489,0.4662446082
522,0.7549999653999999,0.8841677904
523,0.8265722691999999,0.01173225325
524,0.8656719327,0.4657762945
525,0.7015220821,0.6977154016
526,0.8354923129,0.700731039
527,0.7823552489,0.7715952992
528,0.7823552489,0.3065794706
529,0.70226714015,0.7023750544
530,0.7823552489,0.5262708664
531,0.7023572922,0.2671205699
532,0.7823552489,0.5372569561
533,0.7023749948,0.8395156264
534,0.75050014255,0.7568129897
535,0.7361776232499999,0.5100390911
536,0.7823552489,0.6185970306
537,0.74236541985,0.700763762
538,0.7609037161,0.7758177519
539,0.7411748171,0.7809705734
540,0.8824569881,0.8492069244
541,0.9269452393,0.8855834007
542,0.7823748589,0.7871249914
543,0.7823650539,0.69993788
544,0.74236512185,0.4867898524
545,0.7823552489,0.8200995922
546,0.7823552489,0.5023627877
547,0.73483380675,0.5098409057
548,0.7423570454499999,0.5097715855
549,0.7823552489,0.9722181559
550,0.8561085761,0.6389437318
551,0.7823552489,0.6470533609
552,0.88253802065,0.7693349123
553,0.85580560565,0.6877322197
554,0.89007502795,0.2211717963
555,0.7823552489,0.8771167397
556,0.7260242700499999,0.8798542023
557,0.7317112982,0.1283585727
558,0.7823552489,0.4215029478
559,0.7823748589,0.7006218433
560,0.7413518726999999,0.5671550632
561,0.77712541815,0.6861221194
562,0.60524970295,0.3972275853
563,0.5401957333,0.1699538529
564,0.6890411377000001,0.5324729681
565,0.73986646535,0.5778182745
566,0.9442025125,0.5099987984
567,0.8911752105,0.9769179821
568,0.60471487045,0.4881950915
569,0.75011837485,0.5611407757
570,0.78038066625,0.2162666619
571,0.7023718059,0.7533769608
572,0.70237103105,0.9451698661
573,0.74117693305,0.7582457662
574,0.85580560565,0.8698962927
575,0.8825992644,0.7519860268
576,0.74037867785,0.7003765702
577,0.7823552489,0.6772841215
578,0.7023732066499999,0.5996980667
579,0.7823552489,0.5966724753
580,0.70022299885,0.7786388397
581,0.74235889315,0.6575757265
582,0.70234918595,0.7747684717
583,0.8471265733,0.7025564909
584,0.7422655821,0.6716688871
585,0.74236512185,0.2904935777
586,0.6905927658,0.4623183608
587,0.7823552489,0.8208712935
588,0.7818697989,0.6947680116
589,0.7423496246,0.6785026789
590,0.8106601238,0.3130237758
591,0.7823552489,0.602008462
592,0.74236512185,0.7505407929
593,0.845328182,0.7703062892
594,0.7823552489,0.4332708418
595,0.70219567415,0.7587846518
596,0.7823552489,0.7498587966
597,0.80194449425,0.3687298298
598,0.8035186231,0.8912268877
599,0.6059653163000001,0.4467051625
600,0.7996787429000001,0.6276550293
601,0.71785637735,0.7885422707
602,0.6906600296500001,0.5220885277
603,0.7823552489,0.7024076581
604,0.7423570454499999,0.4097597003
605,0.6933135688500001,0.7006078362
606,0.70237332585,0.4116096497
607,0.7938054800000001,0.7013914585
608,0.7823552489,0.9000658393
609,0.8811776041999999,0.8544810414
610,0.70173537735,0.5099999905
611,0.9198119044,0.5996752977
612,0.7504555583,0.4330157638
613,0.7423531115499999,0.6298238635
614,0.7123749852,0.7111768723
615,0.70231249925,0.6616225839
616,0.71418833735,0.550272882
617,0.74236512185,0.4375410378
618,0.7423570454499999,0.506502986
619,0.7423591018,0.745855391
620,0.94861492515,0.7736704946
621,0.8824569881,0.4834707379
622,0.88252812625,0.7483184934
623,0.7812179028999999,0.6963799596
624,0.7823552489,0.6156408787
625,0.4419822693,0.3800324798
626,0.74237358575,0.2956223488
627,0.81638893485,0.5975173116
628,0.7023485303,0.7871031761
629,0.7023709714499999,0.5099998116
630,0.8747447729,0.7184252143
631,0.75428032875,0.2637904286
632,0.7823552489,0.7120361924
633,0.7823552489,0.7521954775
634,0.7189949751,0.9298442006
635,0.70224997405,0.5096657276
636,0.71788695455,0.5075842738
637,0.70154073835,0.5047143102
638,0.81407910585,0.509960413
639,0.74237498645,0.5181948543
640,0.6801778078,0.5446617007
641,0.78198236225,0.7302080393
642,0.7823552489,0.9152258635
643,0.7823552489,0.3772701919
644,0.7413766980500001,0.4241150022
645,0.7653083503,0.6788479686
646,0.8161752224,0.7237353921
647,0.7823552489,0.2985924482
648,0.7021870315000001,0.5344059467
649,0.7023749948,0.6610566378
650,0.75691875815,0.6517328024
651,0.8899999559,0.6856333613
652,0.8591826856,0.6322144866
653,0.7823552489,0.70074296
654,0.8141348660000001,0.8747478127
655,0.7817636132,0.5088976026
656,0.78198236225,0.839212656
657,0.78050735595,0.702534616
658,0.7023395896,0.5020240545
659,0.55137333275,0.07480499148
660,0.7423438132,0.7837748528
661,0.7023749948,0.6188080311
662,0.832310766,0.9724590778
663,0.9323961734999999,0.7405661345
664,0.85580560565,0.8385928273
665,0.7823552489,0.7809717059
666,0.89118748905,0.8071249723
667,0.7823552489,0.7584336996
668,0.8679203986999999,0.7096010447
669,0.80926051735,0.6999999881
670,0.8308914601999999,0.2970316708
671,0.7423698306,0.7800244093
672,0.7823552489,0.01193503011
673,0.87038725615,0.386977464
674,0.6811538935,0.6692029238
675,0.67448067665,0.7508650422
676,0.7423665821500001,0.8798860312
677,0.7553280592,0.7761725783
678,0.7423549592500001,0.8699893951
679,0.7612707317,0.2516030073
680,0.7422397732499999,0.5042547584
681,0.7823552489,0.6290050745
682,0.80194449425,0.3715521693
683,0.7501177489499999,0.6629712582
684,0.8104162216,0.7908341289
685,0.81638893485,0.8285874724
686,0.75029036405,0.4372263551
687,0.7939552963000001,0.5074935555
688,0.70235925915,0.1186136901
689,0.7823552489,0.7498587966
690,0.81638893485,0.4026986659
691,0.7823552489,0.7642837763
692,0.7021254002999999,0.7504064441
693,0.85475221275,0.7696124315
694,0.8010214269,0.7429850698
695,0.7418448329,0.7515512705
696,0.7819795012499999,0.9279755354
697,0.72593170405,0.5975877047
698,0.8590088785000001,0.9105292559
699,0.6676863134,0.5222189426
700,0.7023032308,0.7698578238
701,0.8259509802,0.7023890018
702,0.844999969,0.7867687941
703,0.7873027921,0.7823749781
704,0.8014577924999999,0.5804120302
705,0.9198119044,0.8995304704
706,0.7023715675,0.6230092645
707,0.7306253612,0.7834658027
708,0.7998725771499999,0.7004001141
709,0.8462406993,0.6396735311
710,0.7422632873,0.7626231313
711,0.87529200315,0.7485103607
712,0.83105650545,0.5981565118
713,0.74235641955,0.4462887943
714,0.9198119044,0.09674257785
715,0.70142763855,0.487983048
716,0.6699248552,0.6889219284
717,0.8535732030500001,0.7006736994
718,0.74212920665,0.8076797128
719,0.7408579587499999,0.9599927664
720,0.7823552489,0.6717156768
721,0.7823552489,0.6568252444
722,0.8398839533,0.7125391364
723,0.8707818090999999,0.7512952089
724,0.8581655323499999,0.8324201703
725,0.75056487325,0.7488498688
726,0.7823651135,0.7002964616
727,0.55127492545,0.5055826306
728,0.7823552489,0.5111973286
729,0.87368261815,0.2089975178
730,0.70232743025,0.3763045073
731,0.80025798085,0.5563318729
732,0.70232853295,0.9248347878
733,0.7823552489,0.481851846
734,0.7823650539,0.8747499585
735,0.7823552489,0.9341599345
736,0.7823552489,0.5599260926
737,0.742338866,0.5339140296
738,0.79795879125,0.7501671314
739,0.87989282605,0.6845114827
740,0.6978558004,0.5550817251
741,0.84410592915,0.6864432096
742,0.7011668384,0.123254858
743,0.8449999690000001,0.8047088385
744,0.8873961866,0.7026349306
745,0.8521667421000001,0.5275551081
746,0.6069648266000001,0.5065010786
747,0.7524292767,0.5042610765
748,0.65013980865,0.6337121129
749,0.8679653108000001,0.8393641114
750,0.7899113595,0.656411469
751,0.80049332975,0.7466073632
752,0.8452459275499999,0.9392192364
753,0.7823552489,0.6727520227
754,0.7823552489,0.6090986729
755,0.7831121086999999,0.6950637698
756,0.85580560565,0.6997084022
757,0.8770428299999999,0.8908137679
758,0.74598523975,0.8860887289
759,0.7422401010999999,0.6850290895
760,0.82736513015,0.8200375438
761,0.68993052845,0.7728869915
762,0.8824569881,0.749691546
763,0.7422655821,0.7718278766
764,0.74223989245,0.6549299955
765,0.78683125975,0.6412206888
766,0.70191860195,0.7509103417
767,0.87989282605,0.7116447687
768,0.7823552489,0.6567211151
769,0.81427061555,0.9080629945
770,0.5886825919,0.5000914931
771,0.7823552489,0.6853610873
772,0.6197201907500001,0.4062684476
773,0.9047302306,0.9247792363
774,0.7823552489,0.6717156768
775,0.7823552489,0.7527466416
776,0.7823552489,0.6809639335
777,0.70119255785,0.3782985806
778,0.7823552489,0.6637954712
779,0.7423505186999999,0.7498346567
780,0.7823552489,0.7527466416
781,0.74237492685,0.5109091401
782,0.7023700774,0.679915905
783,0.7804317474,0.7004286647
784,0.8011874854500001,0.5099999905
785,0.8898561597000001,0.7113777995
786,0.78233906625,0.7023754716
787,0.68391749265,0.5949407816
788,0.84572461245,0.7700789571
789,0.7669412494000001,0.6749279499
790,0.77242317795,0.9137474895
791,0.7823552489,0.7527466416
792,0.75645807385,0.702483654
793,0.7312462926000001,0.6208632588
794,0.8300571442,0.4791933298
795,0.7004431486,0.6990779042
796,0.5096284747,0.03349823505
797,0.7823552489,0.7004960775
798,0.7023754716,0.7746319175
799,0.5096284747,0.03697121143
800,0.70232436065,0.5099998713
801,0.7398777007999999,0.6898598075
802,0.90457239745,0.7085595727
803,0.7823552489,0.6116193533
804,0.78331285715,0.7004448175
805,0.64576977495,0.01171578374
806,0.7823552489,0.8492069244
807,0.7423438132,0.4160121679
808,0.78235977885,0.7023687363
809,0.8824569881,0.53595227
810,0.7502845824,0.5076320767
811,0.7423505186999999,0.6782388687
812,0.54601964355,0.1935131848
813,0.7501909435,0.4959743917
814,0.7874175012,0.6492251158
815,0.7823552489,0.7786397338
816,0.7823552489,0.7527466416
817,0.7823552489,0.7715952992
818,0.7411753833500001,0.6743351817
819,0.9198119044,0.1957823932
820,0.68066719175,0.3308638632
821,0.74237558245,0.6306377053
822,0.7823552489,0.7022733688
823,0.74236512185,0.7786366343
824,0.8575462103,0.7721749544
825,0.7999999523,0.7521781921
826,0.76117902995,0.7490695119
827,0.80071762205,0.7796111703
828,0.60498136285,0.09356383234
829,0.7666035593,0.7799965739
830,0.7823552489,0.7521954775
831,0.7784028947499999,0.4663806558
832,0.7549999653999999,0.7506232262
833,0.7416027784,0.5449611545
834,0.8179937303,0.8900278807
835,0.8437221646499999,0.7023835778
836,0.7823552489,0.6288496852
837,0.79577577115,0.3005443513
838,0.50837248565,0.01182455197
839,0.7019696832,0.6833694577
840,0.9041348696,0.7567908168
841,0.81658512355,0.7533009648
842,0.7823552489,0.7701727152
843,0.7421914637,0.1082770005
844,0.84259825945,0.7104356885
845,0.8141348660000001,0.7488358021
846,0.7823651135,0.859559834
847,0.78381597995,0.2253031731
848,0.65094229575,0.2044558078
849,0.8423965275,0.7006795406
850,0.7823552489,0.7345830798
851,0.81720998885,0.5098347664
852,0.97750175,0.8673717976
853,0.7823552489,0.7584554553
854,0.7823552489,0.6563414335
855,0.8905494511500001,0.6780620217
856,0.8711776137,0.896425724
857,0.7423451840499999,0.6265420318
858,0.77127286795,0.1976461411
